,freq,pow
0,212.0,-111.5536
1,212.02666666666667,-110.5903
2,212.05333333333334,-111.0748
3,212.08,-110.7341
4,212.10666666666665,-110.5954
5,212.13333333333333,-110.5761
6,212.16,-110.7914
7,212.18666666666667,-110.4297
8,212.21333333333334,-110.5027
9,212.24,-110.8376
10,212.26666666666668,-110.7527
11,212.29333333333332,-110.5957
12,212.32,-110.0703
13,212.34666666666666,-110.458
14,212.37333333333333,-110.7563
15,212.4,-110.4133
16,212.42666666666668,-110.3254
17,212.45333333333335,-110.3023
18,212.48,-110.7479
19,212.50666666666666,-110.3561
20,212.53333333333333,-110.6847
21,212.56,-110.202
22,212.58666666666667,-110.6809
23,212.61333333333334,-111.0316
24,212.64,-111.0545
25,212.66666666666666,-110.7246
26,212.69333333333333,-110.4523
27,212.72,-110.4458
28,212.74666666666667,-110.6583
29,212.77333333333334,-110.5576
30,212.8,-110.0744
31,212.82666666666665,-110.1406
32,212.85333333333332,-110.3843
33,212.88,-110.0839
34,212.90666666666667,-110.84
35,212.93333333333334,-111.235
36,212.96,-110.2605
37,212.98666666666668,-110.8213
38,213.01333333333332,-110.9024
39,213.04,-110.8689
40,213.06666666666666,-110.9041
41,213.09333333333333,-110.4631
42,213.12,-110.4685
43,213.14666666666668,-110.7139
44,213.17333333333335,-110.2517
45,213.2,-110.6309
46,213.22666666666666,-110.3443
47,213.25333333333333,-110.158
48,213.28,-110.663
49,213.30666666666667,-110.2309
50,213.33333333333334,-110.6053
51,213.36,-110.7841
52,213.38666666666666,-110.368
53,213.41333333333333,-110.8055
54,213.44,-110.6163
55,213.46666666666667,-110.3563
56,213.49333333333334,-110.461
57,213.52,-110.3376
58,213.54666666666668,-111.3741
59,213.57333333333332,-110.9011
60,213.6,-110.4906
61,213.62666666666667,-110.5577
62,213.65333333333334,-110.1469
63,213.68,-110.2873
64,213.70666666666668,-110.847
65,213.73333333333332,-110.5564
66,213.76,-110.7438
67,213.78666666666666,-111.0379
68,213.81333333333333,-110.0672
69,213.84,-110.2199
70,213.86666666666667,-110.9889
71,213.89333333333335,-110.3519
72,213.92,-110.8596
73,213.94666666666666,-110.2387
74,213.97333333333333,-111.0282
75,214.0,-110.6754
76,214.02666666666667,-110.4883
77,214.05333333333334,-111.0175
78,214.08,-110.4077
79,214.10666666666665,-110.4304
80,214.13333333333333,-110.6713
81,214.16,-111.0186
82,214.18666666666667,-110.8648
83,214.21333333333334,-110.2631
84,214.24,-110.332
85,214.26666666666668,-110.8276
86,214.29333333333332,-110.7168
87,214.32,-110.4885
88,214.34666666666666,-110.1227
89,214.37333333333333,-110.2964
90,214.4,-109.7345
91,214.42666666666668,-110.1183
92,214.45333333333335,-110.6652
93,214.48,-110.4895
94,214.50666666666666,-110.3103
95,214.53333333333333,-110.9583
96,214.56,-110.48
97,214.58666666666667,-110.8577
98,214.61333333333334,-110.824
99,214.64,-110.7166
100,214.66666666666666,-110.7329
101,214.69333333333333,-110.4953
102,214.72,-110.4066
103,214.74666666666667,-110.3034
104,214.77333333333334,-110.3807
105,214.8,-110.7918
106,214.82666666666665,-110.5404
107,214.85333333333332,-110.854
108,214.88,-110.5911
109,214.90666666666667,-110.0774
110,214.93333333333334,-110.4841
111,214.96,-110.4668
