,freq,pow
0,212.0,-109.469
1,212.02666666666667,-108.1675
2,212.05333333333334,-108.7169
3,212.08,-109.06
4,212.10666666666665,-108.3546
5,212.13333333333333,-108.1485
6,212.16,-108.1751
7,212.18666666666667,-108.3058
8,212.21333333333334,-108.3213
9,212.24,-108.5991
10,212.26666666666668,-107.9761
11,212.29333333333332,-108.228
12,212.32,-108.4252
13,212.34666666666666,-108.6099
14,212.37333333333333,-108.7808
15,212.4,-108.6582
16,212.42666666666668,-108.2946
17,212.45333333333335,-107.8573
18,212.48,-108.9337
19,212.50666666666666,-108.3517
20,212.53333333333333,-108.6064
21,212.56,-108.4581
22,212.58666666666667,-108.7517
23,212.61333333333334,-108.9324
24,212.64,-108.8526
25,212.66666666666666,-108.9071
26,212.69333333333333,-108.5811
27,212.72,-108.3443
28,212.74666666666667,-108.4641
29,212.77333333333334,-108.1942
30,212.8,-108.5764
31,212.82666666666665,-107.8063
32,212.85333333333332,-108.1903
33,212.88,-108.3694
34,212.90666666666667,-107.867
35,212.93333333333334,-107.9541
36,212.96,-108.2272
37,212.98666666666668,-109.338
38,213.01333333333332,-108.9032
39,213.04,-108.7006
40,213.06666666666666,-108.5538
41,213.09333333333333,-108.4611
42,213.12,-108.4178
43,213.14666666666668,-108.7726
44,213.17333333333335,-108.4537
45,213.2,-108.434
46,213.22666666666666,-108.4942
47,213.25333333333333,-107.9488
48,213.28,-108.5413
49,213.30666666666667,-108.0888
50,213.33333333333334,-108.1973
51,213.36,-108.5546
52,213.38666666666666,-108.6828
53,213.41333333333333,-108.4231
54,213.44,-108.6874
55,213.46666666666667,-108.1972
56,213.49333333333334,-108.2479
57,213.52,-108.3337
58,213.54666666666668,-109.0229
59,213.57333333333332,-108.6909
60,213.6,-108.3157
61,213.62666666666667,-108.094
62,213.65333333333334,-108.2571
63,213.68,-108.132
64,213.70666666666668,-108.7299
65,213.73333333333332,-108.3875
66,213.76,-108.8842
67,213.78666666666666,-108.7597
68,213.81333333333333,-108.4881
69,213.84,-108.4191
70,213.86666666666667,-108.702
71,213.89333333333335,-108.5968
72,213.92,-108.1338
73,213.94666666666666,-107.985
74,213.97333333333333,-108.5501
75,214.0,-108.4033
76,214.02666666666667,-108.819
77,214.05333333333334,-109.0969
78,214.08,-108.2426
79,214.10666666666665,-108.3131
80,214.13333333333333,-108.1534
81,214.16,-108.0104
82,214.18666666666667,-108.3175
83,214.21333333333334,-108.3637
84,214.24,-108.3037
85,214.26666666666668,-108.1915
86,214.29333333333332,-107.7763
87,214.32,-108.7037
88,214.34666666666666,-108.9358
89,214.37333333333333,-108.2915
90,214.4,-108.3691
91,214.42666666666668,-108.454
92,214.45333333333335,-108.3558
93,214.48,-108.7442
94,214.50666666666666,-108.8433
95,214.53333333333333,-108.8489
96,214.56,-108.8049
97,214.58666666666667,-108.9077
98,214.61333333333334,-109.3395
99,214.64,-108.3921
100,214.66666666666666,-108.2185
101,214.69333333333333,-109.1613
102,214.72,-109.0104
103,214.74666666666667,-109.03
104,214.77333333333334,-108.0114
105,214.8,-108.6111
106,214.82666666666665,-108.8495
107,214.85333333333332,-108.7107
108,214.88,-109.2095
109,214.90666666666667,-108.7494
110,214.93333333333334,-108.925
