,freq,pow
0,212.0,-110.599
1,212.02666666666667,-109.7038
2,212.05333333333334,-109.7411
3,212.08,-109.6388
4,212.10666666666665,-109.6604
5,212.13333333333333,-109.2214
6,212.16,-109.886
7,212.18666666666667,-109.6911
8,212.21333333333334,-109.2737
9,212.24,-109.7724
10,212.26666666666668,-109.2633
11,212.29333333333332,-109.6994
12,212.32,-109.4696
13,212.34666666666666,-109.0548
14,212.37333333333333,-109.3335
15,212.4,-109.5866
16,212.42666666666668,-109.1211
17,212.45333333333335,-109.4801
18,212.48,-109.8531
19,212.50666666666666,-109.6762
20,212.53333333333333,-109.8132
21,212.56,-109.6219
22,212.58666666666667,-109.4924
23,212.61333333333334,-109.7544
24,212.64,-109.8916
25,212.66666666666666,-109.5719
26,212.69333333333333,-109.5411
27,212.72,-110.1078
28,212.74666666666667,-109.8365
29,212.77333333333334,-109.9122
30,212.8,-109.8139
31,212.82666666666665,-109.0903
32,212.85333333333332,-109.4069
33,212.88,-109.7417
34,212.90666666666667,-109.9734
35,212.93333333333334,-109.9356
36,212.96,-109.432
37,212.98666666666668,-110.1599
38,213.01333333333332,-109.7991
39,213.04,-109.5049
40,213.06666666666666,-109.9532
41,213.09333333333333,-109.0903
42,213.12,-109.1942
43,213.14666666666668,-109.6899
44,213.17333333333335,-109.8317
45,213.2,-109.2471
46,213.22666666666666,-109.2386
47,213.25333333333333,-109.304
48,213.28,-109.5948
49,213.30666666666667,-109.7191
50,213.33333333333334,-109.0835
51,213.36,-109.3005
52,213.38666666666666,-109.3933
53,213.41333333333333,-110.046
54,213.44,-109.865
55,213.46666666666667,-109.4567
56,213.49333333333334,-109.6671
57,213.52,-109.4243
58,213.54666666666668,-110.2567
59,213.57333333333332,-109.4876
60,213.6,-109.8247
61,213.62666666666667,-109.5086
62,213.65333333333334,-108.9599
63,213.68,-109.8725
64,213.70666666666668,-109.5417
65,213.73333333333332,-109.7313
66,213.76,-109.1833
67,213.78666666666666,-109.8235
68,213.81333333333333,-109.7596
69,213.84,-109.9384
70,213.86666666666667,-109.8616
71,213.89333333333335,-109.6491
72,213.92,-109.6554
73,213.94666666666666,-109.6423
74,213.97333333333333,-109.828
75,214.0,-109.8648
76,214.02666666666667,-109.8316
77,214.05333333333334,-109.9764
78,214.08,-109.652
79,214.10666666666665,-109.6327
80,214.13333333333333,-109.6953
81,214.16,-110.0203
82,214.18666666666667,-109.6076
83,214.21333333333334,-109.782
84,214.24,-109.8644
85,214.26666666666668,-109.3341
86,214.29333333333332,-109.47
87,214.32,-109.8555
88,214.34666666666666,-109.976
89,214.37333333333333,-109.83
90,214.4,-110.0826
91,214.42666666666668,-109.6753
92,214.45333333333335,-109.3667
93,214.48,-109.2156
94,214.50666666666666,-109.5526
95,214.53333333333333,-109.7637
96,214.56,-110.03
97,214.58666666666667,-109.7202
98,214.61333333333334,-110.0227
99,214.64,-109.333
100,214.66666666666666,-109.7671
101,214.69333333333333,-109.9029
102,214.72,-109.6538
103,214.74666666666667,-110.0966
104,214.77333333333334,-109.7193
105,214.8,-109.68
106,214.82666666666665,-109.919
107,214.85333333333332,-109.6599
108,214.88,-109.9984
109,214.90666666666667,-109.4309
110,214.93333333333334,-110.066
111,214.96,-109.938
112,214.98666666666668,-109.5238
113,215.01333333333332,-109.605
114,215.04,-109.6261
115,215.06666666666666,-109.6462
116,215.09333333333333,-109.4682
117,215.12,-109.6262
118,215.14666666666668,-109.3781
119,215.17333333333335,-109.1831
120,215.2,-109.6046
121,215.22666666666666,-109.6251
122,215.25333333333333,-109.7423
123,215.28,-109.7438
124,215.30666666666667,-109.8948
125,215.33333333333334,-109.2492
126,215.36,-109.8001
127,215.38666666666666,-109.4946
128,215.41333333333333,-109.5845
129,215.44,-109.9951
130,215.46666666666667,-109.7481
131,215.49333333333334,-110.7619
132,215.52,-109.371
133,215.54666666666668,-109.5224
134,215.57333333333332,-109.6979
135,215.6,-109.3857
136,215.62666666666667,-109.5375
137,215.65333333333334,-109.8551
138,215.68,-109.9688
